2024-2025学年第二学期全校总课表（部分）,,,,,,,,,,,,,,,
开课学院,课程名称,课程性质,教学班名称,课程号,学分,任课教师,课堂容量,已选人数,上课时间,教学地点,合班信息,起始结束周,课程归属,总学时,课程类别
文化传播与设计学院,商业摄影,专业选修课,(2024-2025-2)-84334-01,84334,4.0,费宇拓,46,0,星期五第6-13节{1-8周},S1-208,23广告1,1-8周,无,64,专业课
文化传播与设计学院,商业摄影,专业选修课,(2024-2025-2)-84334-02,84334,4.0,费宇拓,46,0,星期二第11-13节{1-8周};星期五第1-5节{1-8周},S1-208;S1-208,23广告2,1-8周,无,64,专业课
文化传播与设计学院,批判性思维训练,通识选修课,(2024-2025-2)-83054-01,83054,2.0,高扬,40,0,星期三第6-7节{1-16周},J4-202,无,1-16周,经管社科基础素养（创新创业）,32,通识课
文化传播与设计学院,公务员申论写作方法与技巧,通识选修课,(2024-2025-2)-83073-01,83073,2.0,高扬,40,0,星期三第9-10节{1-16周},J4-202,无,1-16周,通用能力拓展模块,32,通识课
文化传播与设计学院,语言实践应用,专业选修课,(2024-2025-2)-83703-01,83703,3.0,高扬,96,0,星期一第1-3节{1-16周},J4-205,22文学1;22文学D1,1-16周,无,48,专业课
文化传播与设计学院,申论写作方法与技巧,专业选修课,(2024-2025-2)-83936-01,83936,3.0,高扬,96,0,星期一第6-8节{1-16周},J4-205,22文学1;22文学D1,1-16周,无,48,专业课
文化传播与设计学院,专题写作,必修课,(2024-2025-2)-80786-21,80786,1.0,郭振伟,91,0,星期二第4-5节{1-15周(单)},J4-205,24审计1;24审计2,1-15周(单),无,16,通识课
文化传播与设计学院,专题写作,必修课,(2024-2025-2)-80786-22,80786,1.0,郭振伟,88,0,星期二第4-5节{2-16周(双)},J4-205,24财务2;24税收2,2-16周(双),无,16,通识课
文化传播与设计学院,历代文选与写作（2）,必修课,(2024-2025-2)-80791-01,80791,3.0,郭振伟,80,0,星期二第1-3节{1-16周},J4-205,24文学1;24文学D1,1-16周,无,48,专业课
文化传播与设计学院,演讲艺术,通识选修课,(2024-2025-2)-83072-01,83072,2.0,郭振伟,120,0,星期三第6-7节{1-16周},J2-205,无,1-16周,通用能力拓展模块,32,通识课
文化传播与设计学院,信息设计,专业选修课,(2024-2025-2)-83419-02,83419,3.0,何畅,38,0,星期一第1-8节{1-5周};星期四第1-8节{1-5周},J3-308;J3-308,23视觉2,1-5周,无,80,专业课
文化传播与设计学院,图形语言,必修课,(2024-2025-2)-84217-02,84217,4.0,何畅,29,0,星期二第1-4节{9-13周};星期三第1-4节{9-13周};星期五第1-8节{9-13周},J1-202;J1-202;J1-202,24视觉2,9-13周,无,80,专业课
文化传播与设计学院,传统纹样,必修课,(2024-2025-2)-84659-01,84659,3.0,何畅,32,0,星期二第1-4节{6-8周};星期三第1-4节{6-8周};星期五第1-8节{6-8周},J1-201 ;J1-201 ;J1-201,24视觉1,6-8周,无,48,专业课
文化传播与设计学院,专题写作,必修课,(2024-2025-2)-80786-01,80786,1.0,何青,90,0,星期四第9-10节{1-15周(单)},J6-103,24财政1;24财政2,1-15周(单),无,16,通识课
文化传播与设计学院,专题写作,必修课,(2024-2025-2)-80786-16,80786,1.0,何青,96,0,星期五第9-10节{1-15周(单)},J6-103,24金融1;24视觉1;24视觉2,1-15周(单),无,16,通识课
文化传播与设计学院,专题写作,必修课,(2024-2025-2)-80786-06,80786,1.0,胡波,61,0,星期四第1-2节{1-15周(单)},J4-205,24服装1;24服装2,1-15周(单),无,16,通识课
文化传播与设计学院,专题写作,必修课,(2024-2025-2)-80786-07,80786,1.0,胡波,77,0,星期三第4-5节{2-16周(双)},J4-205,24国贸1;24国贸D1,2-16周(双),无,16,通识课
文化传播与设计学院,专题写作,必修课,(2024-2025-2)-80786-08,80786,1.0,胡波,72,0,星期四第1-2节{2-16周(双)},J4-205,24ACA;24CMA;24人力1,2-16周(双),无,16,通识课
文化传播与设计学院,专题写作,必修课,(2024-2025-2)-80786-09,80786,1.0,胡波,92,0,星期二第4-5节{2-16周(双)},J4-207,24保险1;24市营1,2-16周(双),无,16,通识课
文化传播与设计学院,历代诗选与写作（2）,必修课,(2024-2025-2)-83294-01,83294,3.0,胡波,96,0,星期三第1-3节{1-16周},J4-205,23文学1;23文学D1,1-16周,无,48,专业课
文化传播与设计学院,专项设计（四）,专业选修课,(2024-2025-2)-80413-01,80413,4.0,胡伯申,32,0,星期一第1-8节{6-10周};星期四第1-8节{6-10周},J1-203;J1-203,22环境1,6-10周,无,80,专业课
文化传播与设计学院,建筑设计初步,必修课,(2024-2025-2)-83375-01,83375,4.0,胡伯申,31,0,星期一第1-8节{1-5周};星期四第1-8节{1-5周},J1-206;J1-206,23环境1,1-5周,无,80,专业课
文化传播与设计学院,人机工程学,必修课,(2024-2025-2)-84161-01,84161,2.5,胡伯申,31,0,星期二第1-4节{9-12周};星期三第1-4节{9-12周};星期五第1-8节{9-12周},J2-201;J2-201;J2-201,24环境1,9-12周,无,64,专业课
文化传播与设计学院,美术基础—色彩,学科选修课,(2024-2025-2)-83254-01,83254,3.0,胡玉宝,40,0,星期三第3-5节{1-16周},J1-407,24广告1,1-16周,无,48,专业课
文化传播与设计学院,美术基础—色彩,学科选修课,(2024-2025-2)-83254-02,83254,3.0,胡玉宝,41,0,星期四第3-5节{1-16周},J1-407,24广告2,1-16周,无,48,专业课
文化传播与设计学院,平面广告设计,必修课,(2024-2025-2)-83390-01,83390,3.0,胡玉宝,46,0,星期四第11-13节{1-16周},S2-208,23广告1,1-16周,无,48,专业课
文化传播与设计学院,平面广告设计,必修课,(2024-2025-2)-83390-02,83390,3.0,胡玉宝,46,0,星期四第6-8节{1-16周},S2-208,23广告2,1-16周,无,48,专业课
文化传播与设计学院,广告学,专业选修课,(2024-2025-2)-83286-01,83286,2.0,胡悦,37,0,星期二第4-5节{1-16周},J3-204,23市营1,1-16周,无,32,专业课
文化传播与设计学院,互联网广告,专业选修课,(2024-2025-2)-83368-01,83368,3.0,胡悦,46,0,星期四第6-8节{1-16周},J3-204,23广告1,1-16周,无,48,专业课
文化传播与设计学院,互联网广告,专业选修课,(2024-2025-2)-83368-02,83368,3.0,胡悦,46,0,星期四第3-5节{1-16周},J3-204,23广告2,1-16周,无,48,专业课
文化传播与设计学院,专业综合实训,实践选修课,(2024-2025-2)-84211-04,84211,4.0,胡悦,47,0,,,22广告1,1-16周,无,64,实践课
文化传播与设计学院,美术鉴赏,通识选修课,(2024-2025-2)-83066-01,83066,2.0,季广如,150,0,星期三第6-7节{1-16周},J2-405,无,1-16周,人文艺术素养与应用写作能力模块,32,通识课
文化传播与设计学院,美术鉴赏,通识选修课,(2024-2025-2)-83066-02,83066,2.0,季广如,150,0,星期三第9-10节{1-16周},J2-405,无,1-16周,人文艺术素养与应用写作能力模块,32,通识课
文化传播与设计学院,美术鉴赏,通识选修课,(2024-2025-2)-83066-03,83066,2.0,季广如,150,0,星期三第11-12节{1-16周},J3-209,无,1-16周,人文艺术素养与应用写作能力模块,32,通识课
文化传播与设计学院,现代设计史,必修课,(2024-2025-2)-84647-01,84647,3.0,季广如,60,0,星期四第1-3节{1-16周},J3-205,24视觉1;24视觉2,1-16周,无,48,专业课
文化传播与设计学院,美术基础-素描,学科选修课,(2024-2025-2)-80804-01,80804,3.0,蒋超,41,0,星期五第1-3节{1-16周},J7-102,24文学D1,1-16周,无,48,专业课
文化传播与设计学院,广告文案写作,必修课,(2024-2025-2)-80789-01,80789,3.0,李旦,80,0,星期一第4-5节{1-16周};星期二第1-2节{1-16周},J4-302;J4-302,24广告1;24广告2,1-16周,无,64,专业课
文化传播与设计学院,广告与公关案例研究,专业选修课,(2024-2025-2)-83360-01,83360,3.0,李旦,91,0,星期一第6-8节{1-16周},J4-302,23广告1;23广告2,1-16周,无,48,专业课
文化传播与设计学院,影视艺术鉴赏,学科选修课,(2024-2025-2)-83425-01,83425,2.0,李旦,91,0,星期二第4-5节{1-16周},J4-302,23广告1;23广告2,1-16周,无,32,专业课
文化传播与设计学院,影视艺术鉴赏,学科选修课,(2024-2025-2)-83425-02,83425,2.0,李旦,96,0,星期一第9-10节{1-16周},J4-302,23文学1;23文学D1,1-16周,无,32,专业课
文化传播与设计学院,广告创意与文案,专业选修课,(2024-2025-2)-83931-01,83931,3.0,李旦,96,0,星期一第11-13节{1-16周},J4-302,22文学1;22文学D1,1-16周,无,48,专业课
文化传播与设计学院,人机工程学,必修课,(2024-2025-2)-80795-02,80795,3.0,李孙霞,31,0,星期一第1-8节{6-7周};星期一第1-8节{8-9周};星期四第1-8节{6-7周};星期四第1-8节{8-9周},J2-304;S1-103;J2-304;S1-103,23产品2,6-9周,无,64,专业课
文化传播与设计学院,专题设计实训,专业选修课,(2024-2025-2)-84174-02,84174,3.0,李孙霞,31,0,星期一第1-8节{12-16周};星期四第1-8节{12-16周},S1-406;S1-406,22产品2,12-16周,无,80,专业课
文化传播与设计学院,制图基础,必修课,(2024-2025-2)-84766-02,84766,1.5,李孙霞,31,0,星期三第1-2节{1-16周},J4-204,24工设2,1-16周,无,32,专业课
文化传播与设计学院,专题写作,必修课,(2024-2025-2)-80786-13,80786,1.0,李香珠,92,0,星期三第4-5节{1-15周(单)},J4-203,24工商1;24工商2,1-15周(单),无,16,通识课
文化传播与设计学院,专题写作,必修课,(2024-2025-2)-80786-14,80786,1.0,李香珠,77,0,星期三第1-2节{1-15周(单)},J4-203,24工程1;24工程2,1-15周(单),无,16,通识课
文化传播与设计学院,专题写作,必修课,(2024-2025-2)-80786-15,80786,1.0,李香珠,70,0,星期三第4-5节{2-16周(双)},J4-203,24金融2;24金融3,2-16周(双),无,16,通识课
文化传播与设计学院,普通话训练与测试,通识选修课,(2024-2025-2)-83506-01,83506,2.0,李香珠,100,0,星期三第6-7节{1-16周},J4-203,无,1-16周,通用能力拓展模块,32,通识课
文化传播与设计学院,文学专题研讨,专业选修课,(2024-2025-2)-84314-01,84314,3.0,李香珠,96,0,星期二第1-3节{1-16周},J4-203,22文学1;22文学D1,1-16周,无,48,专业课
文化传播与设计学院,陶艺基础,通识选修课,(2024-2025-2)-83053-01,83053,3.0,李洋,30,0,星期三第8-8节{1-12周},S1-104,无,1-12周,经管社科基础素养（创新创业）,12,通识课
文化传播与设计学院,陶艺基础,通识选修课,(2024-2025-2)-83053-01A,83053,3.0,李洋,30,0,星期三第6-7节{1-16周},S1-104,无,1-16周,经管社科基础素养（创新创业）,32,通识课
文化传播与设计学院,日用器皿设计,专业选修课,(2024-2025-2)-84172-01,84172,3.0,李洋,31,0,星期一第1-8节{9-12周};星期四第1-8节{9-12周},S1-104;S1-104,23产品1,9-12周,无,64,专业课
文化传播与设计学院,日用器皿设计,专业选修课,(2024-2025-2)-84172-02,84172,3.0,李洋,31,0,星期一第1-8节{1-5周};星期四第1-8节{1-5周},S1-104;S1-104,23产品2,1-5周,无,80,专业课
文化传播与设计学院,材料与工艺（木材）,学科选修课,(2024-2025-2)-84774-02,84774,2.0,李洋,31,0,星期三第3-5节{1-16周},S1-103,24工设2,1-16周,无,48,专业课
文化传播与设计学院,短视频实战,专业选修课,(2024-2025-2)-84339-01,84339,3.0,林可凡,94,0,星期五第3-8节{1-8周},S2-301,22广告1;22广告2,1-8周,无,48,专业课
文化传播与设计学院,短视频实战,专业选修课,(2024-2025-2)-84573-01,84573,2.0,林可凡,42,0,星期一第6-8节{1-16周},S2-301,22市营1,1-16周,无,48,专业课
文化传播与设计学院,中国古代智谋文化,通识选修课,(2024-2025-2)-83063-01,83063,2.0,林香娥,100,0,星期三第9-10节{1-16周},J4-302,无,1-16周,人文艺术素养与应用写作能力模块,32,通识课
文化传播与设计学院,中国古代智谋文化,通识选修课,(2024-2025-2)-83063-02,83063,2.0,林香娥,100,0,星期三第11-12节{1-16周},J4-302,无,1-16周,人文艺术素养与应用写作能力模块,32,通识课
文化传播与设计学院,专题写作,必修课,(2024-2025-2)-80786-02,80786,1.0,刘俊伟,91,0,星期二第4-5节{1-15周(单)},J4-201,24会计1;24会计2,1-15周(单),无,16,通识课
文化传播与设计学院,专题写作,必修课,(2024-2025-2)-80786-17,80786,1.0,刘俊伟,94,0,星期二第1-2节{1-15周(单)},J4-201,24经济1;24资评1,1-15周(单),无,16,通识课
文化传播与设计学院,专题写作,必修课,(2024-2025-2)-80786-18,80786,1.0,刘俊伟,83,0,星期二第4-5节{2-16周(双)},J4-201,24金融4;24跨境电商1,2-16周(双),无,16,通识课
文化传播与设计学院,中国文化通识,学科选修课,(2024-2025-2)-80811-01,80811,3.0,刘俊伟,91,0,星期三第1-3节{1-16周},J4-201,23广告1;23广告2,1-16周,无,48,专业课
文化传播与设计学院,演讲艺术,通识选修课,(2024-2025-2)-83072-02,83072,2.0,刘俊伟,100,0,星期三第6-7节{1-16周},J4-201,无,1-16周,通用能力拓展模块,32,通识课
文化传播与设计学院,编排设计,学科选修课,(2024-2025-2)-80801-01,80801,2.0,刘明洁,31,0,星期二第1-4节{10-12周};星期三第1-4节{10-12周};星期五第1-8节{10-12周},J1-207;J1-207;J1-207,24服装1,10-12周,无,48,专业课
文化传播与设计学院,美术基础-素描,学科选修课,(2024-2025-2)-80804-02,80804,3.0,刘明洁,40,0,星期四第6-13节{10-15周},,24文学1,10-15周,无,48,专业课
文化传播与设计学院,橱窗展示设计,专业选修课,(2024-2025-2)-83970-01,83970,3.0,刘明洁,26,0,星期二第1-4节{13-16周};星期三第1-4节{13-16周};星期五第1-8节{13-16周},J2-204;J2-204;J2-204,22服装1,13-16周,无,64,专业课
文化传播与设计学院,橱窗展示设计,专业选修课,(2024-2025-2)-83970-02,83970,3.0,刘明洁,27,0,星期二第1-4节{1-4周};星期三第1-4节{1-4周};星期五第1-8节{1-4周},J2-204;J2-204;J2-204,22服装2,1-4周,无,64,专业课
文化传播与设计学院,广告设计,专业选修课,(2024-2025-2)-83951-01,83951,4.0,刘怡泓,34,0,星期二第1-4节{1-5周};星期三第1-4节{1-5周};星期五第1-8节{1-5周},J3-206;J3-206;J3-206,22视觉1,1-5周,无,80,专业课
文化传播与设计学院,文创设计,专业选修课,(2024-2025-2)-84667-01,84667,3.0,刘怡泓,39,0,星期一第1-8节{11-15周};星期四第1-8节{11-15周},J3-206;S3-206,23视觉1,11-15周,无,80,专业课
文化传播与设计学院,服装平面纸样,必修课,(2024-2025-2)-80430-01,80430,4.0,罗静,23,0,星期一第1-8节{1-6周};星期四第1-8节{1-6周},S1-207;S1-207,23服装1,1-6周,无,96,专业课
文化传播与设计学院,服装制作,必修课,(2024-2025-2)-83493-02,83493,3.0,罗静,22,0,星期一第1-8节{12-16周};星期四第1-8节{12-16周},S1-209;S1-209,23服装2,12-16周,无,80,专业课
文化传播与设计学院,新媒体传播,学科选修课,(2024-2025-2)-80401-01,80401,2.0,毛豆,127,0,星期四第11-12节{1-16周},J5-209,22环境1;22环境2;22视觉1;22视觉2,1-16周,无,32,专业课
文化传播与设计学院,新闻写作,通识选修课,(2024-2025-2)-83074-01,83074,2.0,毛豆,50,0,星期三第9-10节{1-16周},J5-204,无,1-16周,通用能力拓展模块,32,通识课
文化传播与设计学院,媒介经营与策划,学科选修课,(2024-2025-2)-83384-01,83384,2.0,毛豆,91,0,星期一第9-10节{1-16周},S2-301,23广告1;23广告2,1-16周,无,32,专业课
文化传播与设计学院,新媒体传播,学科选修课,(2024-2025-2)-83948-01,83948,1.5,毛豆,114,0,星期四第9-10节{1-16周},J5-201,22产品1;22产品2;22服装1;22服装2,1-16周,无,32,专业课
文化传播与设计学院,专业综合实训,实践选修课,(2024-2025-2)-84211-05,84211,4.0,毛豆,48,0,,,22广告2,1-16周,无,64,实践课
文化传播与设计学院,专题写作,必修课,(2024-2025-2)-80786-03,80786,1.0,屈相宜,86,0,星期二第4-5节{1-15周(单)},J4-303,24财政3;24社保1,1-15周(单),无,16,通识课
文化传播与设计学院,专题写作,必修课,(2024-2025-2)-80786-04,80786,1.0,屈相宜,87,0,星期四第6-7节{1-15周(单)},J4-303,24财务1;24税收3,1-15周(单),无,16,通识课
文化传播与设计学院,专题写作,必修课,(2024-2025-2)-80786-05,80786,1.0,屈相宜,92,0,星期五第4-5节{1-15周(单)},J4-303,24税收1;24物流1,1-15周(单),无,16,通识课
文化传播与设计学院,专题写作,必修课,(2024-2025-2)-80786-10,80786,1.0,屈相宜,61,0,星期四第4-5节{1-15周(单)},J4-303,24环境1;24环境2,1-15周(单),无,16,通识课
文化传播与设计学院,戏剧与伦理,通识选修课,(2024-2025-2)-83070-01,83070,1.0,屈相宜,150,0,星期三第6-7节{1-15周(单)},J4-314,无,1-15周(单),人文艺术素养与应用写作能力模块,16,通识课
文化传播与设计学院,历代文选与写作,学科选修课,(2024-2025-2)-83523-01,83523,3.0,人文待定1,91,0,星期一第11-13节{1-16周},J3-212,23广告1;23广告2,1-16周,无,48,专业课
文化传播与设计学院,地方名人研究,专业选修课,(2024-2025-2)-83701-01,83701,3.0,人文待定2,96,0,星期四第1-3节{1-16周},J4-203,22文学1;22文学D1,1-16周,无,48,专业课
文化传播与设计学院,艺术概论,学科选修课,(2024-2025-2)-83422-01,83422,3.0,人文待定3,91,0,星期一第1-3节{1-16周},J3-212,23广告1;23广告2,1-16周,无,48,专业课
文化传播与设计学院,电商与交互设计,学科选修课,(2024-2025-2)-84677-01,84677,3.0,人文待定3,91,0,星期一第1-3节{1-16周},,23广告1;23广告2,1-16周,无,48,专业课
文化传播与设计学院,服装画技法,必修课,(2024-2025-2)-80787-02,80787,3.0,阮诺男,31,0,星期二第1-4节{4-8周};星期三第1-4节{4-8周};星期五第1-8节{4-8周},J1-307;J1-307;J1-307,24服装2,4-8周,无,80,专业课
文化传播与设计学院,女装成衣设计,必修课,(2024-2025-2)-83494-01,83494,3.0,阮诺男,23,0,星期一第1-8节{12-16周};星期四第1-8节{12-16周},S1-207;S1-207,23服装1,12-16周,无,80,专业课
文化传播与设计学院,建筑结构与构造,必修课,(2024-2025-2)-83252-02,83252,3.0,沈奕岚,31,0,星期二第1-4节{13-16周};星期三第1-4节{13-16周};星期五第1-8节{13-16周},J2-201;J2-201;J2-201,24环境2,13-16周,无,64,专业课
文化传播与设计学院,材料与工艺,专业选修课,(2024-2025-2)-83960-01,83960,3.0,沈奕岚,32,0,星期一第1-8节{13-16周};星期四第1-8节{13-16周},J1-203;J1-203,22环境1,13-16周,无,64,专业课
文化传播与设计学院,软装设计,专业选修课,(2024-2025-2)-83962-01,83962,4.0,沈奕岚,61,0,,,22环境1;22环境2,1-16周,无,64,专业课
文化传播与设计学院,施工图深化设计,专业选修课,(2024-2025-2)-84163-01,84163,3.0,沈奕岚,32,0,星期一第1-8节{1-5周};星期四第1-8节{1-5周},J1-203;J1-203,22环境1,1-5周,无,80,专业课
文化传播与设计学院,专业综合实训,实践选修课,(2024-2025-2)-84211-01,84211,4.0,沈奕岚,32,0,星期一第1-8节{11-12周};星期四第1-8节{11-12周},J1-203;J1-203,22环境1,11-12周,无,32,实践课
文化传播与设计学院,建筑结构与构造,必修课,(2024-2025-2)-83252-01,83252,3.0,史雯雯,31,0,星期二第1-4节{13-16周};星期三第1-4节{13-16周};星期五第1-8节{13-16周},J2-203;J2-203;J2-203,24环境1,13-16周,无,64,专业课
文化传播与设计学院,建筑设计初步,必修课,(2024-2025-2)-83375-02,83375,4.0,史雯雯,32,0,星期一第1-8节{1-5周};星期四第1-8节{1-5周},J1-208;J1-208,23环境2,1-5周,无,80,专业课
文化传播与设计学院,材料与工艺,专业选修课,(2024-2025-2)-83960-02,83960,3.0,史雯雯,30,0,星期一第1-8节{13-16周};星期四第1-8节{13-16周},J1-205;J1-205,22环境2,13-16周,无,64,专业课
文化传播与设计学院,现代设计史,必修课,(2024-2025-2)-83521-01,83521,2.0,孙晨,61,0,星期一第6-7节{1-16周},J4-303,24环境1;24环境2,1-16周,无,32,专业课
文化传播与设计学院,艺术文本写作,学科选修课,(2024-2025-2)-83949-01,83949,1.5,孙晨,114,0,星期一第9-10节{1-16周},J4-303,22产品1;22产品2;22服装1;22服装2,1-16周,无,32,专业课
文化传播与设计学院,艺术文本写作,学科选修课,(2024-2025-2)-83959-01,83959,2.0,孙晨,127,0,星期一第11-12节{1-16周},J4-303,22环境1;22环境2;22视觉1;22视觉2,1-16周,无,32,专业课
文化传播与设计学院,艺术概论,通识选修课,(2024-2025-2)-84697-01,84697,2.0,孙晨,100,0,星期三第6-7节{1-16周},J4-303,无,1-16周,人文艺术素养与应用写作能力模块,32,通识课
文化传播与设计学院,艺术概论,通识选修课,(2024-2025-2)-84697-02,84697,2.0,孙晨,100,0,星期三第9-10节{1-16周},J4-303,无,1-16周,人文艺术素养与应用写作能力模块,32,通识课
文化传播与设计学院,艺术概论,通识选修课,(2024-2025-2)-84697-03,84697,2.0,孙晨,100,0,星期三第11-12节{1-16周},J4-303,无,1-16周,人文艺术素养与应用写作能力模块,32,通识课
文化传播与设计学院,制图与透视,必修课,(2024-2025-2)-84159-01,84159,2.5,孙婧,31,0,星期二第1-4节{5-8周};星期三第1-4节{5-8周};星期五第1-8节{5-8周},J2-201;J2-201;J2-201,24环境1,5-8周,无,64,专业课
文化传播与设计学院,人机工程学,必修课,(2024-2025-2)-84161-02,84161,2.5,孙婧,31,0,星期二第1-4节{9-12周};星期三第1-4节{9-12周};星期五第1-8节{9-12周},J2-202;J2-202;J2-202,24环境2,9-12周,无,64,专业课
文化传播与设计学院,居住区景观设计,必修课,(2024-2025-2)-84652-01,84652,3.0,孙婧,31,0,星期一第1-8节{6-9周};星期四第1-8节{6-9周},J1-206;J1-206,23环境1,6-9周,无,64,专业课
文化传播与设计学院,文化活动策划,专业选修课,(2024-2025-2)-83932-01,83932,3.0,唐武峰,96,0,星期四第6-8节{1-16周},,22文学1;22文学D1,1-16周,无,48,专业课
文化传播与设计学院,广告策划,必修课,(2024-2025-2)-84333-01,84333,3.0,唐武峰,46,0,星期四第3-5节{1-16周},S2-208,23广告1,1-16周,无,48,专业课
文化传播与设计学院,广告策划,必修课,(2024-2025-2)-84333-02,84333,3.0,唐武峰,46,0,星期二第1-3节{1-16周},S2-208,23广告2,1-16周,无,48,专业课
文化传播与设计学院,综合运营与管理,专业选修课,(2024-2025-2)-84337-01,84337,3.0,唐武峰,94,0,星期四第11-13节{1-16周},S2-405,22广告1;22广告2,1-16周,无,48,专业课
文化传播与设计学院,包装设计,专业选修课,(2024-2025-2)-83713-02,83713,4.0,万紫超,34,0,星期二第1-4节{6-10周};星期三第1-4节{6-10周};星期五第1-8节{6-10周},J3-206;J3-206;J3-206,22视觉2,6-10周,无,80,专业课
文化传播与设计学院,图形语言,必修课,(2024-2025-2)-84217-01,84217,4.0,万紫超,32,0,星期二第1-4节{12-16周};星期三第1-4节{12-16周};星期五第1-8节{12-16周},J1-201 ;J1-201 ;J1-201,24视觉1,12-16周,无,80,专业课
文化传播与设计学院,标志设计,必修课,(2024-2025-2)-84664-01,84664,4.0,万紫超,39,0,星期一第1-8节{1-5周};星期四第1-8节{1-5周},J3-206;J3-206,23视觉1,1-5周,无,80,专业课
文化传播与设计学院,人机工程学,必修课,(2024-2025-2)-80795-01,80795,3.0,王芳,31,0,星期一第1-8节{1-2周};星期一第1-8节{3-4周};星期四第1-8节{1-2周};星期四第1-8节{3-4周},J2-302;S1-103;J2-302;S1-103,23产品1,1-4周,无,64,专业课
文化传播与设计学院,生活用品设计,专业选修课,(2024-2025-2)-84175-01,84175,3.0,王芳,33,0,星期一第1-8节{13-16周};星期四第1-8节{13-16周},S1-404;S1-404,22产品1,13-16周,无,64,专业课
文化传播与设计学院,生活用品设计,专业选修课,(2024-2025-2)-84175-02,84175,3.0,王芳,31,0,星期一第1-8节{8-11周};星期四第1-8节{8-11周},S1-406;S1-406,22产品2,8-11周,无,64,专业课
文化传播与设计学院,古代语言文字通识,学科选修课,(2024-2025-2)-84309-01,84309,3.0,王建,80,0,星期一第1-3节{1-16周},J4-302,24文学1;24文学D1,1-16周,无,48,专业课
文化传播与设计学院,专题写作,必修课,(2024-2025-2)-80786-11,80786,1.0,王中斐,95,0,星期一第11-12节{1-15周(单)},J4-301,24法学1;24法学2,1-15周(单),无,16,通识课
文化传播与设计学院,专题写作,必修课,(2024-2025-2)-80786-12,80786,1.0,王中斐,89,0,星期一第9-10节{1-15周(单)},J4-301,24社工1;24社工2,1-15周(单),无,16,通识课
文化传播与设计学院,中国传统文化,通识选修课,(2024-2025-2)-83057-01,83057,2.0,王中斐,100,0,星期三第11-12节{1-16周},J4-301,无,1-16周,人文艺术素养与应用写作能力模块,32,通识课
文化传播与设计学院,新闻写作,学科选修课,(2024-2025-2)-80809-01,80809,3.0,吴欢超,80,0,星期四第3-5节{1-16周},J4-301,24文学1;24文学D1,1-16周,无,48,专业课
文化传播与设计学院,新媒体编辑,专业选修课,(2024-2025-2)-83944-01,83944,3.0,吴欢超,94,0,星期二第3-5节{1-16周},S2-101,22广告1;22广告2,1-16周,无,48,专业课
文化传播与设计学院,新闻写作,学科选修课,(2024-2025-2)-84719-01,84719,2.0,吴欢超,80,0,星期四第6-8节{1-16周},J4-301,24广告1;24广告2,1-16周,无,48,专业课
文化传播与设计学院,文献检索与利用,通识选修课,(2024-2025-2)-83076-01,83076,2.0,吴玉龙,150,0,星期三第11-12节{1-16周},S2-101,无,1-16周,通用能力拓展模块,32,通识课
文化传播与设计学院,智能产品设计,专业选修课,(2024-2025-2)-84176-02,84176,3.0,谢奇聪,31,0,星期一第1-8节{3-7周};星期四第1-8节{3-7周},S1-406;S1-406,22产品2,3-7周,无,80,专业课
文化传播与设计学院,专业综合实训,实践选修课,(2024-2025-2)-84211-06,84211,4.0,谢奇聪,63,0,,,22产品1;22产品2,1-16周,无,64,实践课
文化传播与设计学院,材料与工艺（综合）,必修课,(2024-2025-2)-84642-01,84642,2.5,谢奇聪,31,0,星期一第1-8节{14周};星期一第1-8节{15-16周};星期四第1-8节{14周};星期四第1-8节{15-16周},J2-302;S1-203;J2-302;S1-203,23产品1,14-16周,无,48,专业课
文化传播与设计学院,材料与工艺（综合）,必修课,(2024-2025-2)-84642-02,84642,2.5,谢奇聪,31,0,星期一第1-8节{10周};星期一第1-8节{11-12周};星期四第1-8节{10周};星期四第1-8节{11-12周},J2-304;S1-203;J2-304;S1-203,23产品2,10-12周,无,48,专业课
文化传播与设计学院,Photoshop图像处理及应用,通识选修课,(2024-2025-2)-83056-01,83056,2.0,徐紫莹,70,0,星期三第8-8节{1-16周},S2-207,无,1-16周,经管社科基础素养（创新创业）,16,通识课
文化传播与设计学院,Photoshop图像处理及应用,通识选修课,(2024-2025-2)-83056-01A,83056,2.0,徐紫莹,70,0,星期三第6-7节{1-16周},S2-207,无,1-16周,经管社科基础素养（创新创业）,32,通识课
文化传播与设计学院,电商与交互设计,专业选修课,(2024-2025-2)-84338-01,84338,3.0,徐紫莹,94,0,星期五第3-8节{9-16周},S2-208,22广告1;22广告2,9-16周,无,48,专业课
文化传播与设计学院,字体设计,必修课,(2024-2025-2)-84663-02,84663,4.0,徐紫莹,29,0,星期二第1-4节{4-8周};星期三第1-4节{4-8周};星期五第1-8节{4-8周},J1-202;J1-202;J1-202,24视觉2,4-8周,无,80,专业课
文化传播与设计学院,标志设计,必修课,(2024-2025-2)-84664-02,84664,4.0,徐紫莹,38,0,星期一第1-8节{11-15周};星期四第1-8节{11-15周},J3-308;J3-308,23视觉2,11-15周,无,80,专业课
文化传播与设计学院,展示设计,专业选修课,(2024-2025-2)-83426-03,83426,3.0,艺术待定1,76,0,,,23视觉1;23视觉2,1-16周,无,48,专业课
文化传播与设计学院,环境视觉设计,专业选修课,(2024-2025-2)-83953-01,83953,3.0,艺术待定1,67,0,,,22视觉1;22视觉2,1-16周,无,48,专业课
