2024-2025学年第二学期全校总课表（部分）,,,,,,,,,,,,,,,
开课学院,课程名称,课程性质,教学班名称,课程号,学分,任课教师,课堂容量,已选人数,上课时间,教学地点,合班信息,起始结束周,课程归属,总学时,课程类别
工商管理学院,工程合同管理,专业选修课,(2024-2025-2)-83458-01,83458,3.0,陈佳骊,120,0,星期一第6-8节{1-13周},J3-209,22资评1;23工程1;23工程2,1-13周,无,40,专业课
工商管理学院,工程合同管理,专业选修课,(2024-2025-2)-83458-01A,83458,3.0,陈佳骊,119,0,星期一第6-8节{14-16周},J3-209,22资评1;23工程1;23工程2,14-16周,无,8,专业课
工商管理学院,土地管理理论与方法,专业选修课,(2024-2025-2)-83459-01,83459,2.0,陈佳骊,75,0,星期一第11-12节{1-12周},J3-207,23工程1;23工程2,1-12周,无,24,专业课
工商管理学院,土地管理理论与方法,专业选修课,(2024-2025-2)-83459-01A,83459,2.0,陈佳骊,74,0,星期一第11-12节{13-16周},J3-207,23工程1;23工程2,13-16周,无,8,专业课
工商管理学院,工程招投标模拟实训,专业选修课,(2024-2025-2)-83810-01,83810,2.0,陈佳骊,30,0,,,22工程1,1-5周,无,40,专业课
工商管理学院,求职软实力,通识选修课,(2024-2025-2)-84158-01,84158,1.0,"陈佳骊,罗晓峰",100,0,星期三第11-12节{2-16周(双)},J3-207,无,2-16周(双),通用能力拓展模块,16,通识课
工商管理学院,工程项目管理沙盘模拟实训,专业选修课,(2024-2025-2)-83809-01,83809,2.0,"陈佳骊,王华",30,0,,,22工程1,1-4周,无,32,专业课
工商管理学院,商品学,专业选修课,(2024-2025-2)-83587-01,83587,2.0,陈晓阳,37,0,星期一第6-7节{1-16周},J3-204,23市营1,1-16周,无,32,专业课
工商管理学院,管理沟通,必修课,(2024-2025-2)-84243-02,84243,2.0,陈晓阳,46,0,星期五第4-4节{1-16周},J3-204,24工商1,1-16周,无,16,通识课
工商管理学院,管理沟通,必修课,(2024-2025-2)-84243-02A,84243,2.0,陈晓阳,45,0,星期五第5-5节{1-16周},J3-204,24工商1,1-16周,无,16,通识课
工商管理学院,管理沟通,必修课,(2024-2025-2)-84243-03,84243,2.0,陈晓阳,47,0,星期一第1-1节{1-16周},J3-204,24工商2,1-16周,无,16,通识课
工商管理学院,管理沟通,必修课,(2024-2025-2)-84243-03A,84243,2.0,陈晓阳,46,0,星期一第2-2节{1-16周},J3-204,24工商2,1-16周,无,16,通识课
工商管理学院,物流企业财务管理,专业选修课,(2024-2025-2)-83820-01,83820,3.0,戴钰慧,45,0,星期一第6-8节{1-13周},J3-208,22物流1,1-13周,无,40,专业课
工商管理学院,物流企业财务管理,专业选修课,(2024-2025-2)-83820-01A,83820,3.0,戴钰慧,44,0,星期一第6-8节{14-16周},J3-208,22物流1,14-16周,无,8,专业课
工商管理学院,看影视，学物流,通识选修课,(2024-2025-2)-83994-02,83994,3.0,戴钰慧,80,0,星期三第6-8节{1-16周},J3-203,无,1-16周,通用能力拓展模块,48,通识课
工商管理学院,物流实用外语,专业选修课,(2024-2025-2)-84379-01,84379,3.0,董永茂,50,0,星期二第1-2节{1-16周},J3-412,24物流1,1-16周,无,32,专业课
工商管理学院,物流实用外语,专业选修课,(2024-2025-2)-84379-01A,84379,3.0,董永茂,49,0,星期二第3-3节{1-16周},J3-412,24物流1,1-16周,无,16,专业课
工商管理学院,工程监理,专业选修课,(2024-2025-2)-83808-01,83808,2.0,方昕,69,0,星期四第6-7节{1-12周},J3-305,22工程1;22工程2,1-12周,无,24,专业课
工商管理学院,工程监理,专业选修课,(2024-2025-2)-83808-01A,83808,2.0,方昕,68,0,星期四第6-7节{13-16周},J3-305,22工程1;22工程2,13-16周,无,8,专业课
工商管理学院,房地产策划,专业选修课,(2024-2025-2)-83811-01,83811,2.0,方昕,69,0,星期五第6-7节{1-12周},J3-305,22工程1;22工程2,1-12周,无,24,专业课
工商管理学院,房地产策划,专业选修课,(2024-2025-2)-83811-01A,83811,2.0,方昕,68,0,星期五第6-7节{13-16周},J3-305,22工程1;22工程2,13-16周,无,8,专业课
工商管理学院,管理专业写作,必修课,(2024-2025-2)-84064-01,84064,2.0,方昕,43,0,星期五第1-2节{1-16周},J3-408,24市营C1,1-16周,无,32,通识课
工商管理学院,管理专业写作,必修课,(2024-2025-2)-84064-02,84064,2.0,方昕,44,0,星期五第4-5节{1-16周},J3-408,24市营C2,1-16周,无,32,通识课
工商管理学院,BIM建模基础与应用,学科选修课,(2024-2025-2)-84668-01,84668,2.0,方昕,37,0,星期四第1-2节{1-16周},S1-305,23工程1,1-16周,无,32,专业课
工商管理学院,BIM建模基础与应用,学科选修课,(2024-2025-2)-84668-02,84668,2.0,方昕,39,0,星期四第4-5节{1-16周},S1-305,23工程2,1-16周,无,32,专业课
工商管理学院,工程项目管理沙盘模拟实训,专业选修课,(2024-2025-2)-83809-02,83809,2.0,"方昕,梁颖",40,0,,,22工程2,1-4周,无,32,专业课
工商管理学院,团队管理,专业选修课,(2024-2025-2)-80282-01,80282,2.0,傅婵,36,0,星期三第5-5节{1-16周},J3-412,22人力1,1-16周,无,16,专业课
工商管理学院,团队管理,专业选修课,(2024-2025-2)-80282-01A,80282,2.0,傅婵,35,0,星期三第4-4节{1-16周},J3-412,22人力1,1-16周,无,16,专业课
工商管理学院,消费者心理漫谈,通识选修课,(2024-2025-2)-83504-01,83504,1.0,傅婵,150,0,星期三第6-7节{1-15周(单)},J3-409,无,1-15周(单),军事体育素养与身心健康素养模块,16,通识课
工商管理学院,消费者心理漫谈,通识选修课,(2024-2025-2)-83504-02,83504,1.0,傅婵,150,0,星期三第9-10节{1-15周(单)},J3-409,无,1-15周(单),军事体育素养与身心健康素养模块,16,通识课
工商管理学院,消费者心理漫谈,通识选修课,(2024-2025-2)-83504-03,83504,1.0,傅婵,150,0,星期三第6-7节{2-16周(双)},J3-409,无,2-16周(双),军事体育素养与身心健康素养模块,16,通识课
工商管理学院,消费者心理漫谈,通识选修课,(2024-2025-2)-83504-04,83504,1.0,傅婵,150,0,星期三第9-10节{2-16周(双)},J3-409,无,2-16周(双),军事体育素养与身心健康素养模块,16,通识课
工商管理学院,社会心理学,通识选修课,(2024-2025-2)-83020-01,83020,1.0,高海燕,100,0,星期三第9-10节{1-15周(单)},J3-304,无,1-15周(单),通用能力拓展模块,16,通识课
工商管理学院,社会心理学,通识选修课,(2024-2025-2)-83020-02,83020,1.0,高海燕,100,0,星期三第9-10节{2-16周(双)},J3-304,无,2-16周(双),通用能力拓展模块,16,通识课
工商管理学院,社会心理学,学科选修课,(2024-2025-2)-84534-01,84534,2.0,高海燕,37,0,星期二第1-2节{1-16周},J3-208,23人力1,1-16周,无,32,专业课
工商管理学院,积极心理学,专业选修课,(2024-2025-2)-83729-01,83729,2.0,"高海燕,袁山林",37,0,星期五第4-5节{1-16周},J3-406,23人力1,1-16周,无,32,专业课
工商管理学院,管理沟通,学科选修课,(2024-2025-2)-83186-01,83186,2.0,工商待定1,52,0,星期四第6-7节{1-16周},J3-301,23物流1,1-16周,无,32,专业课
工商管理学院,管理沟通,学科选修课,(2024-2025-2)-83186-02,83186,2.0,工商待定1,53,0,星期一第9-9节{1-16周},J3-304,23经济1,1-16周,无,16,专业课
工商管理学院,管理沟通,学科选修课,(2024-2025-2)-83186-02A,83186,2.0,工商待定1,52,0,星期一第10-10节{1-16周},J3-304,23经济1,1-16周,无,16,专业课
工商管理学院,管理沟通,专业选修课,(2024-2025-2)-83285-01,83285,2.0,工商待定1,37,0,星期四第6-7节{1-16周},J3-301,23市营1,1-16周,无,32,专业课
工商管理学院,工商管理导论（英）,必修课,(2024-2025-2)-84240-01,84240,3.0,工商待定1,41,0,星期四第8-10节{1-16周},J3-301,24工商C1,1-16周,无,48,通识课
工商管理学院,工商管理导论（英）,必修课,(2024-2025-2)-84240-02,84240,3.0,工商待定1,41,0,星期一第6-8节{1-16周},J3-310,24工商C2,1-16周,无,48,通识课
工商管理学院,管理沟通,通识选修课,(2024-2025-2)-84243-01,84243,2.0,工商待定1,50,0,星期三第6-6节{1-16周},J3-410,无,1-16周,通用能力拓展模块,16,通识课
工商管理学院,管理沟通,通识选修课,(2024-2025-2)-84243-01A,84243,2.0,工商待定1,50,0,星期三第7-7节{1-16周},J3-410,无,1-16周,通用能力拓展模块,16,通识课
工商管理学院,管理沟通,通识选修课,(2024-2025-2)-84243-04,84243,2.0,工商待定1,50,0,星期三第9-9节{1-16周},J3-410,无,1-16周,通用能力拓展模块,16,通识课
工商管理学院,管理沟通,通识选修课,(2024-2025-2)-84243-04A,84243,2.0,工商待定1,50,0,星期三第10-10节{1-16周},J3-410,无,1-16周,通用能力拓展模块,16,通识课
工商管理学院,管理沟通,学科选修课,(2024-2025-2)-84394-01,84394,1.5,工商待定1,46,0,星期一第9-9节{1-16周},J3-304,22保险1,1-16周,无,16,专业课
工商管理学院,管理沟通,学科选修课,(2024-2025-2)-84394-01A,84394,1.5,工商待定1,45,0,星期一第10-10节{1-16周},J3-304,22保险1,1-16周,无,16,专业课
工商管理学院,管理沟通,必修课,(2024-2025-2)-84466-01,84466,3.0,工商待定1,37,0,星期四第3-5节{1-16周},J3-301,23人力1,1-16周,无,48,专业课
工商管理学院,管理心理学,通识选修课,(2024-2025-2)-83519-01,83519,1.0,工商待定2,50,0,星期三第6-7节{1-15周(单)},J4-204,无,1-15周(单),军事体育素养与身心健康素养模块,16,通识课
工商管理学院,大数据营销,专业选修课,(2024-2025-2)-84571-01,84571,2.0,工商待定2,37,0,星期三第3-3节{1-16周},J3-410,23市营1,1-16周,无,16,专业课
工商管理学院,大数据营销,专业选修课,(2024-2025-2)-84571-01A,84571,2.0,工商待定2,36,0,星期三第4-5节{1-16周},J3-410,23市营1,1-16周,无,32,专业课
工商管理学院,大数据营销,专业选修课,(2024-2025-2)-84571-02,84571,2.0,工商待定2,43,0,星期一第3-3节{1-16周},J3-410,24市营C1,1-16周,无,16,专业课
工商管理学院,大数据营销,专业选修课,(2024-2025-2)-84571-02A,84571,2.0,工商待定2,42,0,星期一第1-2节{1-16周},J3-410,24市营C1,1-16周,无,32,专业课
工商管理学院,大数据营销,专业选修课,(2024-2025-2)-84571-03,84571,2.0,工商待定2,44,0,星期一第8-8节{1-16周},J3-410,24市营C2,1-16周,无,16,专业课
工商管理学院,大数据营销,专业选修课,(2024-2025-2)-84571-03A,84571,2.0,工商待定2,43,0,星期一第6-7节{1-16周},J3-410,24市营C2,1-16周,无,32,专业课
工商管理学院,战略管理,学科选修课,(2024-2025-2)-83815-01,83815,3.0,工商待定3,45,0,星期四第6-8节{1-16周},J3-406,22物流1,1-16周,无,48,专业课
工商管理学院,项目管理心理学实践,通识选修课,(2024-2025-2)-84214-01,84214,1.0,工商待定3,50,0,星期三第7-7节{1-15周(单)},J3-401,无,1-15周(单),军事体育素养与身心健康素养模块,8,通识课
工商管理学院,项目管理心理学实践,通识选修课,(2024-2025-2)-84214-01A,84214,1.0,工商待定3,50,0,星期三第6-6节{1-15周(单)},J3-401,无,1-15周(单),军事体育素养与身心健康素养模块,8,通识课
工商管理学院,时尚快消品企业管理,通识选修课,(2024-2025-2)-83015-01,83015,2.0,工商待定4,100,0,星期三第7-7节{1-16周},J3-414,无,1-16周,经管社科基础素养（创新创业）,24,通识课
工商管理学院,时尚快消品企业管理,通识选修课,(2024-2025-2)-83015-01A,83015,2.0,工商待定4,100,0,星期三第6-6节{1-16周},J3-414,无,1-16周,经管社科基础素养（创新创业）,4,通识课
工商管理学院,工程技术基础,通识选修课,(2024-2025-2)-83024-01,83024,2.0,工商待定5,50,0,星期三第6-7节{1-16周},J4-206,无,1-16周,自然科学与信息技术模块,32,通识课
工商管理学院,服务创新与设计,学科选修课,(2024-2025-2)-80463-01,80463,2.0,工商待定6,37,0,星期一第1-2节{1-16周},J3-406,23市营1,1-16周,无,32,专业课
工商管理学院,营销策划,专业选修课,(2024-2025-2)-80724-03,80724,2.0,工商待定6,37,0,星期一第4-5节{1-16周},J3-406,22跨境电商1,1-16周,无,32,专业课
工商管理学院,市场调查与分析,学科选修课,(2024-2025-2)-83194-01,83194,3.0,工商待定6,75,0,星期四第11-12节{1-16周},J3-301,23工程1;23工程2,1-16周,无,32,专业课
工商管理学院,市场调查与分析,学科选修课,(2024-2025-2)-83194-01A,83194,3.0,工商待定6,74,0,星期四第13-13节{1-16周},J3-301,23工程1;23工程2,1-16周,无,16,专业课
工商管理学院,管理与人文,专业选修课,(2024-2025-2)-84244-03,84244,2.0,工商待定6,82,0,星期一第6-7节{1-16周},J3-414,23工商C1;23工商C2,1-16周,无,32,专业课
工商管理学院,市场调查与分析,学科选修课,(2024-2025-2)-84380-01,84380,2.0,工商待定6,52,0,星期二第1-2节{1-12周},J3-314,23物流1,1-12周,无,24,专业课
工商管理学院,市场调查与分析,学科选修课,(2024-2025-2)-84380-01A,84380,2.0,工商待定6,51,0,星期二第1-2节{13-16周},J3-314,23物流1,13-16周,无,8,专业课
工商管理学院,商品学,专业选修课,(2024-2025-2)-84700-01,84700,1.5,工商待定6,37,0,星期二第4-4节{1-16周},J3-314,22跨境电商1,1-16周,无,16,专业课
工商管理学院,商品学,专业选修课,(2024-2025-2)-84700-01A,84700,1.5,工商待定6,36,0,星期二第5-5节{1-16周},J3-314,22跨境电商1,1-16周,无,16,专业课
工商管理学院,品牌运营与管理,专业选修课,(2024-2025-2)-84376-01,84376,2.0,韩丽亚,86,0,星期一第4-5节{1-16周},J3-414,24市营C1;24市营C2,1-16周,无,32,专业课
工商管理学院,心理学与生活,通识选修课,(2024-2025-2)-83016-01,83016,1.0,胡云平,100,0,星期三第9-10节{1-15周(单)},J3-205,无,1-15周(单),军事体育素养与身心健康素养模块,16,通识课
工商管理学院,心理学与生活,通识选修课,(2024-2025-2)-83016-02,83016,1.0,胡云平,100,0,星期三第9-10节{2-16周(双)},J3-205,无,2-16周(双),军事体育素养与身心健康素养模块,16,通识课
工商管理学院,培训与开发,必修课,(2024-2025-2)-83388-01,83388,2.0,黄琳,37,0,星期三第4-4节{1-16周},J3-406,23人力1,1-16周,无,16,专业课
工商管理学院,培训与开发,必修课,(2024-2025-2)-83388-01A,83388,2.0,黄琳,36,0,星期三第5-5节{1-16周},J3-406,23人力1,1-16周,无,16,专业课
工商管理学院,组织行为学,学科选修课,(2024-2025-2)-83447-01,83447,2.0,黄琳,128,0,星期三第1-2节{1-16周},J3-209,22物流1;23工商1;23工商2,1-16周,无,32,专业课
工商管理学院,看电影学心理,通识选修课,(2024-2025-2)-84787-01,84787,1.0,黄琳,150,0,星期三第6-7节{1-15周(单)},J3-209,无,1-15周(单),军事体育素养与身心健康素养模块,16,通识课
工商管理学院,看电影学心理,通识选修课,(2024-2025-2)-84787-02,84787,1.0,黄琳,150,0,星期三第6-7节{2-16周(双)},J3-209,无,2-16周(双),军事体育素养与身心健康素养模块,16,通识课
工商管理学院,看电影学心理,通识选修课,(2024-2025-2)-84787-03,84787,1.0,黄琳,150,0,星期三第9-10节{2-16周(双)},J3-209,无,2-16周(双),军事体育素养与身心健康素养模块,16,通识课
工商管理学院,看电影学心理,通识选修课,(2024-2025-2)-84787-04,84787,1.0,黄琳,150,0,星期三第9-10节{1-15周(单)},J3-209,无,1-15周(单),军事体育素养与身心健康素养模块,16,通识课
工商管理学院,建筑工程概论,必修课,(2024-2025-2)-80715-02,80715,3.0,金武,41,0,星期一第6-7节{1-16周},J3-408,24工程2,1-16周,无,32,专业课
工商管理学院,建筑工程概论,必修课,(2024-2025-2)-80715-02A,80715,3.0,金武,40,0,星期一第8-8节{1-16周},J3-408,24工程2,1-16周,无,16,专业课
工商管理学院,建筑力学与结构,专业选修课,(2024-2025-2)-83985-01,83985,3.0,金武,75,0,星期二第1-2节{1-16周},J3-207,23工程1;23工程2,1-16周,无,32,专业课
工商管理学院,建筑力学与结构,专业选修课,(2024-2025-2)-83985-01A,83985,3.0,金武,74,0,星期二第3-3节{1-16周},J3-207,23工程1;23工程2,1-16周,无,16,专业课
工商管理学院,人力资源管理,通识选修课,(2024-2025-2)-83023-01,83023,2.0,景赫,100,0,星期三第6-7节{1-16周},J3-314,无,1-16周,通用能力拓展模块,32,通识课
工商管理学院,劳动力市场管理,专业选修课,(2024-2025-2)-83595-01,83595,2.0,景赫,37,0,星期四第6-7节{1-16周},J3-408,23人力1,1-16周,无,32,专业课
工商管理学院,员工福利,专业选修课,(2024-2025-2)-83806-01,83806,2.0,景赫,36,0,星期三第1-2节{1-16周},J3-406,22人力1,1-16周,无,32,专业课
工商管理学院,企业人力资源管理职业能力拓展,通识选修课,(2024-2025-2)-84790-01,84790,2.0,景赫,100,0,星期三第9-10节{1-16周},J3-314,无,1-16周,通用能力拓展模块,32,通识课
工商管理学院,企业人力资源管理职业能力拓展,通识选修课,(2024-2025-2)-84790-02,84790,2.0,景赫,100,0,星期三第11-12节{1-16周},J3-314,无,1-16周,通用能力拓展模块,32,通识课
工商管理学院,管理学,必修课,(2024-2025-2)-80562-01,80562,3.0,李静,46,0,星期四第6-8节{1-16周},J3-203,24工商1,1-16周,无,48,专业课
工商管理学院,管理学,必修课,(2024-2025-2)-80562-02,80562,3.0,李静,47,0,星期四第1-3节{1-16周},J3-203,24工商2,1-16周,无,48,专业课
工商管理学院,管理学,必修课,(2024-2025-2)-80562-03,80562,3.0,李静,44,0,星期二第1-3节{1-16周},J3-204,24社保1,1-16周,无,48,专业课
工商管理学院,公司治理,专业选修课,(2024-2025-2)-84245-01,84245,2.0,李静,81,0,星期二第4-5节{1-16周},J3-203,24工商C1;24工商C2,1-16周,无,32,专业课
工商管理学院,战略管理,学科选修课,(2024-2025-2)-83202-01,83202,2.0,李馨弘,37,0,星期五第6-7节{1-16周},J3-404,23市营1,1-16周,无,32,专业课
工商管理学院,战略管理,专业选修课,(2024-2025-2)-83596-01,83596,2.0,李馨弘,36,0,星期五第6-7节{1-16周},J3-404,22人力1,1-16周,无,32,专业课
工商管理学院,战略管理,必修课,(2024-2025-2)-83798-01,83798,3.0,李馨弘,48,0,星期二第3-5节{1-16周},J3-210,22工商1,1-16周,无,48,专业课
工商管理学院,战略管理,必修课,(2024-2025-2)-83798-02,83798,3.0,李馨弘,44,0,星期五第3-5节{1-16周},J3-210,22工商2,1-16周,无,48,专业课
工商管理学院,品味动漫与解析文化,通识选修课,(2024-2025-2)-83017-01,83017,2.0,梁小亮,100,0,星期三第9-10节{1-16周},J3-212,无,1-16周,通用能力拓展模块,32,通识课
工商管理学院,品味动漫与解析文化,通识选修课,(2024-2025-2)-83017-02,83017,2.0,梁小亮,100,0,星期三第11-12节{1-16周},J3-212,无,1-16周,通用能力拓展模块,32,通识课
工商管理学院,感悟质量文化之美,通识选修课,(2024-2025-2)-83022-01,83022,2.0,梁小亮,100,0,星期三第6-7节{1-16周},J3-212,无,1-16周,通用能力拓展模块,32,通识课
工商管理学院,物流金融创新：运作与管理,专业选修课,(2024-2025-2)-83818-01,83818,2.0,梁小亮,45,0,星期二第4-5节{1-12周},J3-412,22物流1,1-12周,无,24,专业课
工商管理学院,物流金融创新：运作与管理,专业选修课,(2024-2025-2)-83818-01A,83818,2.0,梁小亮,44,0,星期二第4-5节{13-16周},J3-412,22物流1,13-16周,无,8,专业课
工商管理学院,物流系统规划与设计,专业选修课,(2024-2025-2)-84424-01,84424,2.0,梁小亮,45,0,星期一第5-5节{1-16周},S1-305,22物流1,1-16周,无,16,专业课
工商管理学院,物流系统规划与设计,专业选修课,(2024-2025-2)-84424-01A,84424,2.0,梁小亮,44,0,星期一第4-4节{1-16周},S1-305,22物流1,1-16周,无,16,专业课
工商管理学院,物流管理信息系统,必修课,(2024-2025-2)-84565-01,84565,3.0,梁小亮,52,0,星期一第1-3节{1-13周},S1-305,23物流1,1-13周,无,40,专业课
工商管理学院,物流管理信息系统,必修课,(2024-2025-2)-84565-01A,84565,3.0,梁小亮,51,0,星期一第1-3节{14-16周},S1-305,23物流1,14-16周,无,8,专业课
工商管理学院,专业综合实训1,实践选修课,(2024-2025-2)-84532-01,84532,2.0,"梁颖,方昕,罗文",37,0,,,23工程1,1-16周,无,32,实践课
工商管理学院,工程造价管理,专业选修课,(2024-2025-2)-83347-01,83347,3.0,"梁颖,金武",41,0,星期五第1-2节{1-16周},J3-204,23资评1,1-16周,无,32,专业课
工商管理学院,工程造价管理,专业选修课,(2024-2025-2)-83347-01A,83347,3.0,"梁颖,金武",40,0,星期五第3-3节{1-16周},J3-204,23资评1,1-16周,无,16,专业课
工商管理学院,工程造价管理,必修课,(2024-2025-2)-83456-01,83456,3.0,"梁颖,金武",75,0,星期五第6-8节{1-13周},J3-303,23工程1;23工程2,1-13周,无,40,专业课
工商管理学院,工程造价管理,必修课,(2024-2025-2)-83456-01A,83456,3.0,"梁颖,金武",74,0,星期五第6-8节{14-16周},J3-303,23工程1;23工程2,14-16周,无,8,专业课
工商管理学院,房地产估价,通识选修课,(2024-2025-2)-83027-01,83027,2.0,刘航,50,0,星期三第6-7节{1-16周},J3-406,无,1-16周,自然科学与信息技术模块,32,通识课
工商管理学院,房地产估价,通识选修课,(2024-2025-2)-83027-02,83027,2.0,刘航,50,0,星期三第9-10节{1-16周},J3-406,无,1-16周,自然科学与信息技术模块,32,通识课
工商管理学院,建筑工程概论,学科选修课,(2024-2025-2)-83461-02,83461,2.0,刘航,110,0,星期二第4-5节{1-16周},J3-304,23会计1;23会计2,1-16周,无,32,专业课
工商管理学院,建筑工程概论,学科选修课,(2024-2025-2)-83461-03,83461,2.0,刘航,109,0,星期一第4-5节{1-16周},J3-304,23财务1;23财务2,1-16周,无,32,专业课
工商管理学院,建筑工程概论,学科选修课,(2024-2025-2)-83461-04,83461,2.0,刘航,41,0,星期一第1-2节{1-16周},J3-310,23资评1,1-16周,无,32,专业课
工商管理学院,管理与人文,通识选修课,(2024-2025-2)-83012-01,83012,2.0,刘中文,100,0,星期三第6-7节{1-16周},J3-404,无,1-16周,经管社科基础素养（创新创业）,32,通识课
工商管理学院,战略管理,必修课,(2024-2025-2)-83798-03,83798,3.0,刘中文,81,0,星期三第1-3节{1-16周},J3-404,24工商C1;24工商C2,1-16周,无,48,专业课
工商管理学院,管理与人文,专业选修课,(2024-2025-2)-84244-01,84244,2.0,刘中文,84,0,星期二第4-5节{1-16周},J3-404,23工商1;23工商2,1-16周,无,32,专业课
工商管理学院,管理与人文,专业选修课,(2024-2025-2)-84244-02,84244,2.0,刘中文,81,0,星期二第1-2节{1-16周},J3-404,24工商C1;24工商C2,1-16周,无,32,专业课
工商管理学院,市场调查与分析,专业选修课,(2024-2025-2)-80721-01,80721,3.0,罗辉道,43,0,星期四第6-8节{1-16周},J3-412,24市营C1,1-16周,无,48,专业课
工商管理学院,市场调查与分析,专业选修课,(2024-2025-2)-80721-02,80721,3.0,罗辉道,44,0,星期五第1-3节{1-16周},J3-412,24市营C2,1-16周,无,48,专业课
工商管理学院,市场调查与分析,专业选修课,(2024-2025-2)-83195-02,83195,2.0,罗辉道,53,0,星期五第5-5节{1-16周},J3-412,23经济1,1-16周,无,16,专业课
工商管理学院,市场调查与分析,专业选修课,(2024-2025-2)-83195-02A,83195,2.0,罗辉道,52,0,星期五第4-4节{1-16周},J3-412,23经济1,1-16周,无,16,专业课
工商管理学院,市场调查与分析,必修课,(2024-2025-2)-83451-01,83451,3.0,罗辉道,37,0,星期四第11-13节{1-16周},J3-310,23市营1,1-16周,无,48,专业课
工商管理学院,工程招投标模拟实训,专业选修课,(2024-2025-2)-83810-02,83810,2.0,罗文,40,0,,,22工程2,1-5周,无,40,专业课
工商管理学院,物业管理,专业选修课,(2024-2025-2)-83812-01,83812,2.0,罗文,69,0,星期二第4-5节{1-12周},J3-303,22工程1;22工程2,1-12周,无,24,专业课
工商管理学院,物业管理,专业选修课,(2024-2025-2)-83812-01A,83812,2.0,罗文,68,0,星期二第4-5节{13-16周},J3-303,22工程1;22工程2,13-16周,无,8,专业课
工商管理学院,服务营销,专业选修课,(2024-2025-2)-80718-01,80718,2.0,马文博,42,0,星期四第9-10节{1-16周},J3-306,22市营1,1-16周,无,32,专业课
工商管理学院,服务营销,专业选修课,(2024-2025-2)-80718-02,80718,2.0,马文博,43,0,星期三第4-5节{1-16周},J3-306,24市营C1,1-16周,无,32,专业课
工商管理学院,服务营销,专业选修课,(2024-2025-2)-80718-03,80718,2.0,马文博,44,0,星期三第1-2节{1-16周},J3-306,24市营C2,1-16周,无,32,专业课
工商管理学院,市场调查与分析,专业选修课,(2024-2025-2)-83195-01,83195,2.0,马文博,81,0,星期四第6-7节{1-16周},J3-314,24工商C1;24工商C2,1-16周,无,32,专业课
工商管理学院,消费行为学,必修课,(2024-2025-2)-84709-01,84709,2.0,马文博,43,0,星期四第1-2节{1-16周},J3-410,24市营C1,1-16周,无,32,专业课
工商管理学院,消费行为学,必修课,(2024-2025-2)-84709-02,84709,2.0,马文博,44,0,星期四第4-5节{1-16周},J3-410,24市营C2,1-16周,无,32,专业课
工商管理学院,采购管理,专业选修课,(2024-2025-2)-80274-01,80274,2.0,施定国,52,0,星期四第4-5节{1-16周},J3-412,23物流1,1-16周,无,32,专业课
工商管理学院,看影视，学物流,通识选修课,(2024-2025-2)-83994-03,83994,3.0,施定国,80,0,星期三第6-8节{1-16周},J3-403,无,1-16周,通用能力拓展模块,48,通识课
工商管理学院,大数据与智慧物流,专业选修课,(2024-2025-2)-84382-01,84382,3.0,施定国,45,0,星期四第1-3节{1-13周},J3-412,22物流1,1-13周,无,40,专业课
工商管理学院,大数据与智慧物流,专业选修课,(2024-2025-2)-84382-01A,84382,3.0,施定国,44,0,星期四第1-3节{14-16周},J3-412,22物流1,14-16周,无,8,专业课
工商管理学院,管理学,学科选修课,(2024-2025-2)-80852-01,80852,2.0,孙福兵,40,0,星期五第4-5节{1-16周},J3-403,24互金1,1-16周,无,32,专业课
工商管理学院,企业创新管理,专业选修课,(2024-2025-2)-84246-01,84246,2.0,孙福兵,84,0,星期五第1-2节{1-16周},J3-403,23工商1;23工商2,1-16周,无,32,专业课
工商管理学院,企业创新管理,专业选修课,(2024-2025-2)-84246-02,84246,2.0,孙福兵,81,0,星期五第6-7节{1-16周},J3-403,24工商C1;24工商C2,1-16周,无,32,专业课
工商管理学院,专业综合实训,实践选修课,(2024-2025-2)-84533-01,84533,3.0,唐小波,42,0,,,22市营1,1-16周,无,48,实践课
工商管理学院,营销策划,必修课,(2024-2025-2)-84542-01,84542,2.0,唐小波,22,0,星期三第5-5节{1-16周},J3-312,22市营1,1-16周,无,16,专业课
工商管理学院,营销策划,必修课,(2024-2025-2)-84542-01A,84542,2.0,唐小波,21,0,星期三第3-4节{1-16周},J3-312,22市营1,1-16周,无,32,专业课
工商管理学院,营销策划,必修课,(2024-2025-2)-84542-03,84542,2.0,唐小波,22,0,星期四第5-5节{1-16周},J3-306,24市营C1,1-16周,无,16,专业课
工商管理学院,营销策划,必修课,(2024-2025-2)-84542-03A,84542,2.0,唐小波,21,0,星期四第3-4节{1-16周},J3-306,24市营C1,1-16周,无,32,专业课
工商管理学院,营销策划,必修课,(2024-2025-2)-84542-04,84542,2.0,唐小波,23,0,星期四第8-8节{1-16周},J3-306,24市营C2,1-16周,无,16,专业课
工商管理学院,营销策划,必修课,(2024-2025-2)-84542-04A,84542,2.0,唐小波,22,0,星期四第6-7节{1-16周},J3-306,24市营C2,1-16周,无,32,专业课
工商管理学院,营销仿真实验,专业选修课,(2024-2025-2)-84546-01,84546,2.0,唐小波,42,0,星期五第1-4节{1-8周},S1-305,22市营1,1-8周,无,32,专业课
工商管理学院,供应链管理,学科选修课,(2024-2025-2)-83795-01,83795,2.0,万俊,36,0,星期五第4-5节{1-16周},J3-208,22人力1,1-16周,无,32,专业课
